msa,status,n_taxa,n_realA,n_realB,n_inherited,n_inhA,n_inhB,O_A,O_B,merged_taxa,taxa_ok,loglik,rf_true,nrf_true,n_common,faith_a,faith_b,faithful,ll_score,ll_raxml,ll_diff,raxml_agree,raxml_err,mode,seed,budget,time_sec,error
random_tree_563,ok,200,81,99,20,9,11,T128,T176,200,1,-119188.5316,22,0.0558,200,0,0,1,-119188.5316,-119188.5316,0.0,1,,ml,42,0,86.97,
random_tree_564,ok,200,97,83,20,11,9,T132,T84,200,1,-118649.3975,16,0.0406,200,0,0,1,-118649.3975,-118649.3975,0.0,1,,ml,42,0,76.68,
random_tree_565,ok,200,69,111,20,8,12,T125,T72,200,1,-114434.7732,18,0.0457,200,0,0,1,-114434.7732,-114434.7732,0.0,1,,ml,42,0,88.14,
random_tree_566,ok,200,88,92,20,10,10,T32,T55,200,1,-120380.0348,16,0.0406,200,0,0,1,-120380.0348,-120380.0348,0.0,1,,ml,42,0,75.21,
random_tree_567,ok,200,92,88,20,10,10,T156,T50,200,1,-119232.9669,20,0.0508,200,0,0,1,-119232.9669,-119232.9669,0.0,1,,ml,42,0,72.28,
random_tree_568,ok,200,72,108,20,8,12,T148,T95,200,1,-113161.7322,12,0.0305,200,0,0,1,-113161.7322,-113161.7322,0.0,1,,ml,42,0,86.35,
random_tree_569,ok,200,98,82,20,11,9,T112,T98,200,1,-113141.8451,26,0.066,200,0,0,1,-113141.8451,-113141.8451,0.0,1,,ml,42,0,74.23,
random_tree_570,ok,200,88,92,20,10,10,T32,T51,200,1,-117119.3592,14,0.0355,200,0,0,1,-117119.3592,-117119.3592,0.0,1,,ml,42,0,79.8,
random_tree_058,ok,200,95,85,20,11,9,T14,T81,200,1,-115562.0377,22,0.0558,200,0,0,1,-115562.0377,-115562.0377,0.0,1,,ml,42,0,62.16,
random_tree_571,ok,200,95,85,20,11,9,T130,T80,200,1,-119872.2605,24,0.0609,200,0,0,1,-119872.2605,-119872.2605,0.0,1,,ml,42,0,75.64,
random_tree_572,ok,200,95,85,20,11,9,T139,T76,200,1,-112832.0129,12,0.0305,200,0,0,1,-112832.0129,-112832.0129,0.0,1,,ml,42,0,81.06,
random_tree_573,ok,200,64,116,20,7,13,T126,T87,200,1,-113075.7897,24,0.0609,200,0,0,1,-113075.7897,-113075.7897,0.0,1,,ml,42,0,83.07,
random_tree_574,ok,200,92,88,20,10,10,T147,T61,200,1,-106898.6248,12,0.0305,200,0,0,1,-106898.6248,-106898.6248,0.0,1,,ml,42,0,72.41,
random_tree_575,ok,200,107,73,20,12,8,T168,T30,200,1,-110981.091,14,0.0355,200,0,0,1,-110981.091,-110981.091,0.0,1,,ml,42,0,84.98,
random_tree_576,ok,200,90,90,20,10,10,T49,T44,200,1,-108652.4386,22,0.0558,200,0,0,1,-108652.4386,-108652.4386,0.0,1,,ml,42,0,71.67,
random_tree_577,ok,200,92,88,20,10,10,T144,T53,200,1,-110475.9458,34,0.0863,200,0,0,1,-110475.9458,-110475.9458,0.0,1,,ml,42,0,72.55,
random_tree_578,ok,200,81,99,20,9,11,T128,T173,200,1,-113792.203,18,0.0457,200,0,0,1,-113792.203,-113792.203,0.0,1,,ml,42,0,67.41,
random_tree_579,ok,200,77,103,20,9,11,T2,T83,200,1,-119890.089,16,0.0406,200,0,0,1,-119890.089,-119890.089,0.0,1,,ml,42,0,95.21,
random_tree_580,ok,200,91,89,20,10,10,T184,T198,200,1,-122003.8854,24,0.0609,200,0,0,1,-122003.8854,-122003.8854,0.0,1,,ml,42,0,89.86,
random_tree_059,ok,200,82,98,20,9,11,T123,T174,200,1,-125276.7271,22,0.0558,200,0,0,1,-125276.7271,-125276.7271,0.0,1,,ml,42,0,63.88,
random_tree_581,ok,200,98,82,20,11,9,T119,T97,200,1,-120011.557,20,0.0508,200,0,0,1,-120011.557,-120011.557,0.0,1,,ml,42,0,77.86,
random_tree_582,ok,200,85,95,20,10,10,T127,T164,200,1,-114012.7854,28,0.0711,200,0,0,1,-114012.7854,-114012.7854,0.0,1,,ml,42,0,74.13,
random_tree_583,ok,200,95,85,20,11,9,T141,T81,200,1,-119866.1853,14,0.0355,200,0,0,1,-119866.1853,-119866.1853,0.0,1,,ml,42,0,72.53,
random_tree_584,ok,200,78,102,20,9,11,T80,T183,200,1,-112143.0343,22,0.0558,200,0,0,1,-112143.0343,-112143.0343,0.0,1,,ml,42,0,78.6,
random_tree_585,ok,200,73,107,20,8,12,T15,T94,200,1,-117592.6797,22,0.0558,200,0,0,1,-117592.6797,-117592.6797,0.0,1,,ml,42,0,70.58,
random_tree_586,ok,200,78,102,20,9,11,T81,T185,200,1,-111296.9811,40,0.1015,200,0,0,1,-111296.9811,-111296.9811,0.0,1,,ml,42,0,74.67,
random_tree_587,ok,200,82,98,20,9,11,T128,T172,200,1,-126227.7684,18,0.0457,200,0,0,1,-126227.7684,-126227.7684,0.0,1,,ml,42,0,79.93,
random_tree_588,ok,200,92,88,20,10,10,T154,T40,200,1,-116629.1078,38,0.0964,200,0,0,1,-116629.1078,-116629.1078,0.0,1,,ml,42,0,67.55,
random_tree_589,ok,200,92,88,20,10,10,T151,T55,200,1,-106898.3258,20,0.0508,200,0,0,1,-106898.3258,-106898.3258,0.0,1,,ml,42,0,78.79,
random_tree_590,ok,200,67,113,20,7,13,T127,T80,200,1,-120779.7562,18,0.0457,200,0,0,1,-120779.7562,-120779.7562,0.0,1,,ml,42,0,78.96,
random_tree_060,ok,200,100,80,20,11,9,T157,T44,200,1,-112957.7072,34,0.0863,200,0,0,1,-112957.7072,-112957.7072,0.0,1,,ml,42,0,56.04,
random_tree_591,ok,200,99,81,20,11,9,T110,T97,200,1,-119394.6252,32,0.0812,200,0,0,1,-119394.6252,-119394.6252,0.0,1,,ml,42,0,72.82,
random_tree_592,ok,200,69,111,20,8,12,T129,T80,200,1,-117833.5402,20,0.0508,200,0,0,1,-117833.5402,-117833.5402,0.0,1,,ml,42,0,55.78,
random_tree_593,ok,200,93,87,20,10,10,T169,T51,200,1,-111128.061,12,0.0305,200,0,0,1,-111128.061,-111128.061,0.0,1,,ml,42,0,42.21,
random_tree_594,ok,200,95,85,20,11,9,T133,T74,200,1,-107713.5439,20,0.0508,200,0,0,1,-107713.5439,-107713.5439,0.0,1,,ml,42,0,40.52,
random_tree_595,ok,200,85,95,20,9,11,T127,T17,200,1,-119378.6081,26,0.066,200,0,0,1,-119378.6081,-119378.6081,0.0,1,,ml,42,0,46.46,
random_tree_596,ok,200,85,95,20,9,11,T120,T17,200,1,-112466.8486,26,0.066,200,0,0,1,-112466.8486,-112466.8486,0.0,1,,ml,42,0,40.86,
random_tree_597,ok,200,84,96,20,9,11,T36,T61,200,1,-111992.1569,30,0.0761,200,0,0,1,-111992.1569,-111992.1569,0.0,1,,ml,42,0,46.38,
random_tree_598,ok,200,85,95,20,9,11,T126,T168,200,1,-121156.5663,18,0.0457,200,0,0,1,-121156.5663,-121156.5663,0.0,1,,ml,42,0,43.74,
random_tree_599,ok,200,66,114,20,7,13,T120,T86,200,1,-115573.2208,14,0.0355,200,0,0,1,-115573.2208,-115573.2208,0.0,1,,ml,42,0,48.42,
random_tree_600,ok,200,73,107,20,8,12,T152,T93,200,1,-120668.2884,28,0.0711,200,0,0,1,-120668.2884,-120668.2884,0.0,1,,ml,42,0,28.22,
random_tree_007,ok,200,98,82,20,11,9,T12,T98,200,1,-108796.184,16,0.0406,200,0,0,1,-108796.184,-108796.184,0.0,1,,ml,42,0,48.32,
random_tree_061,ok,200,89,91,20,10,10,T35,T51,200,1,-110678.7339,12,0.0305,200,0,0,1,-110678.7339,-110678.7339,0.0,1,,ml,42,0,65.61,
random_tree_062,ok,200,77,103,20,8,12,T194,T72,200,1,-111849.8024,22,0.0558,200,0,0,1,-111849.8024,-111849.8024,0.0,1,,ml,42,0,54.72,
random_tree_063,ok,200,94,86,20,10,10,T158,T51,200,1,-117226.702,28,0.0711,200,0,0,1,-117226.702,-117226.702,0.0,1,,ml,42,0,58.96,
random_tree_064,ok,200,81,99,20,9,11,T126,T177,200,1,-113682.3626,8,0.0203,200,0,0,1,-113682.3626,-113682.3626,0.0,1,,ml,42,0,60.7,
random_tree_065,ok,200,101,79,20,11,9,T152,T52,200,1,-112791.3612,26,0.066,200,0,0,1,-112791.3612,-112791.3612,0.0,1,,ml,42,0,60.68,
random_tree_066,ok,200,80,100,20,9,11,T129,T171,200,1,-116670.3235,24,0.0609,200,0,0,1,-116670.3235,-116670.3235,0.0,1,,ml,42,0,73.0,
random_tree_067,ok,200,85,95,20,9,11,T133,T162,200,1,-116629.7268,30,0.0761,200,0,0,1,-116629.7268,-116629.7268,0.0,1,,ml,42,0,61.61,
random_tree_068,ok,200,84,96,20,9,11,T38,T68,200,1,-110182.1877,20,0.0508,200,0,0,1,-110182.1877,-110182.1877,0.0,1,,ml,42,0,66.99,
random_tree_069,ok,200,95,85,20,11,9,T128,T83,200,1,-113789.001,8,0.0203,200,0,0,1,-113789.001,-113789.001,0.0,1,,ml,42,0,63.8,
random_tree_070,ok,200,89,91,20,10,10,T28,T54,200,1,-110429.8504,24,0.0609,200,0,0,1,-110429.8504,-110429.8504,0.0,1,,ml,42,0,59.86,
random_tree_008,ok,200,109,71,20,12,8,T56,T27,200,1,-118507.313,18,0.0457,200,0,0,1,-118507.313,-118507.313,0.0,1,,ml,42,0,47.3,
random_tree_071,ok,200,86,94,20,10,10,T27,T64,200,1,-116701.3928,14,0.0355,200,0,0,1,-116701.3928,-116701.3928,0.0,1,,ml,42,0,60.53,
random_tree_072,ok,200,104,76,20,12,8,T158,T31,200,1,-113268.4905,20,0.0508,200,0,0,1,-113268.4905,-113268.4905,0.0,1,,ml,42,0,71.0,
random_tree_073,ok,200,91,89,20,10,10,T178,T21,200,1,-124063.87,20,0.0508,200,0,0,1,-124063.87,-124063.87,0.0,1,,ml,42,0,69.0,
random_tree_074,ok,200,94,86,20,10,10,T144,T48,200,1,-119434.1774,10,0.0254,200,0,0,1,-119434.1774,-119434.1774,0.0,1,,ml,42,0,63.8,
random_tree_075,ok,200,87,93,20,10,10,T37,T6,200,1,-114779.1561,20,0.0508,200,0,0,1,-114779.1561,-114779.1561,0.0,1,,ml,42,0,57.6,
random_tree_076,ok,200,76,104,20,8,12,T21,T70,200,1,-121272.3776,24,0.0609,200,0,0,1,-121272.3776,-121272.3776,0.0,1,,ml,42,0,65.41,
random_tree_077,ok,200,84,96,20,9,11,T34,T57,200,1,-113266.2907,14,0.0355,200,0,0,1,-113266.2907,-113266.2907,0.0,1,,ml,42,0,69.55,
random_tree_078,ok,200,86,94,20,10,10,T41,T57,200,1,-118646.5655,18,0.0457,200,0,0,1,-118646.5655,-118646.5655,0.0,1,,ml,42,0,61.09,
random_tree_079,ok,200,90,90,20,10,10,T41,T55,200,1,-109095.0544,18,0.0457,200,0,0,1,-109095.0544,-109095.0544,0.0,1,,ml,42,0,63.1,
random_tree_080,ok,200,74,106,20,8,12,T146,T82,200,1,-118880.1433,30,0.0761,200,0,0,1,-118880.1433,-118880.1433,0.0,1,,ml,42,0,63.25,
random_tree_009,ok,200,87,93,20,10,10,T33,T52,200,1,-109822.4773,32,0.0812,200,0,0,1,-109822.4773,-109822.4773,0.0,1,,ml,42,0,52.41,
random_tree_081,ok,200,85,95,20,9,11,T124,T169,200,1,-119977.8355,14,0.0355,200,0,0,1,-119977.8355,-119977.8355,0.0,1,,ml,42,0,65.91,
random_tree_082,ok,200,88,92,20,10,10,T30,T59,200,1,-119685.4152,10,0.0254,200,0,0,1,-119685.4152,-119685.4152,0.0,1,,ml,42,0,69.34,
random_tree_083,ok,200,87,93,20,10,10,T39,T6,200,1,-118536.29,20,0.0508,200,0,0,1,-118536.29,-118536.29,0.0,1,,ml,42,0,66.96,
random_tree_084,ok,200,107,73,20,12,8,T17,T34,200,1,-122355.4866,24,0.0609,200,0,0,1,-122355.4866,-122355.4866,0.0,1,,ml,42,0,62.07,
random_tree_085,ok,200,84,96,20,9,11,T31,T60,200,1,-113591.4234,22,0.0558,200,0,0,1,-113591.4234,-113591.4233,0.0001,1,,ml,42,0,64.62,
random_tree_086,ok,200,92,88,20,10,10,T146,T62,200,1,-126372.1911,24,0.0609,200,0,0,1,-126372.1911,-126372.1911,0.0,1,,ml,42,0,59.71,
random_tree_087,ok,200,102,78,20,11,9,T140,T7,200,1,-119095.6617,16,0.0406,200,0,0,1,-119095.6617,-119095.6617,0.0,1,,ml,42,0,64.27,
random_tree_088,ok,200,94,86,20,10,10,T153,T55,200,1,-115278.3111,36,0.0914,200,0,0,1,-115278.3111,-115278.3111,0.0,1,,ml,42,0,68.83,
random_tree_089,ok,200,103,77,20,12,8,T180,T19,200,1,-112516.9004,26,0.066,200,0,0,1,-112516.9004,-112516.9004,0.0,1,,ml,42,0,69.44,
random_tree_090,ok,200,89,91,20,10,10,T27,T55,200,1,-116052.0243,22,0.0558,200,0,0,1,-116052.0243,-116052.0243,0.0,1,,ml,42,0,65.67,
random_tree_010,ok,200,91,89,20,10,10,T194,T188,200,1,-111174.8987,24,0.0609,200,0,0,1,-111174.8987,-111174.8987,0.0,1,,ml,42,0,65.27,
random_tree_091,ok,200,89,91,20,10,10,T4,T52,200,1,-115119.8387,20,0.0508,200,0,0,1,-115119.8387,-115119.8387,0.0,1,,ml,42,0,63.13,
random_tree_092,ok,200,89,91,20,10,10,T33,T57,200,1,-117712.5091,32,0.0812,200,0,0,1,-117712.5091,-117712.5091,0.0,1,,ml,42,0,61.31,
random_tree_093,ok,200,61,119,20,7,13,T124,T33,200,1,-113838.2753,10,0.0254,200,0,0,1,-113838.2753,-113838.2753,0.0,1,,ml,42,0,67.59,
random_tree_094,ok,200,97,83,20,11,9,T128,T81,200,1,-106909.8485,16,0.0406,200,0,0,1,-106909.8485,-106909.8485,0.0,1,,ml,42,0,67.09,
random_tree_095,ok,200,110,70,20,12,8,T72,T22,200,1,-115723.0554,14,0.0355,200,0,0,1,-115723.0554,-115723.0554,0.0,1,,ml,42,0,70.41,
random_tree_096,ok,200,70,110,20,8,12,T148,T99,200,1,-108544.5872,28,0.0711,200,0,0,1,-108544.5872,-108544.5872,0.0,1,,ml,42,0,62.97,
